name,kind,locality,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_token_count,external_token_uses,external_qualified_count,external_qualified_uses,globally_unique,global_declarations,repository_root_candidate,repository_closure,tactics,semantic_role,canonical_owner,reachability_assessment,recommended_action,audit_note
nth_repeat,Lemma,,109,117,9,112,117,6,1,nth_error_repeat,0,,0,,0,,True,lib/Misc.v:109,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
nth_error_repeat,Lemma,,119,126,8,122,126,5,0,,1,nth_repeat,7,lib/ListExt.v:833;lib/ListExt.v:845;src/TilingBandScheduleValidator.v:16849;src/TilingBandScheduleValidator.v:23954;src/TilingBandScheduleValidator.v:23989;src/TilingBandScheduleValidator.v:23990;src/TilingBandScheduleValidator.v:24036,1,lib/ListExt.v:833,True,lib/Misc.v:119,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
nth_error_map_iff,Lemma,,128,138,11,130,138,9,1,Zrange_nth_error,0,,8,lib/ListExt.v:791;src/StrengthenDomain.v:384;src/Extractor.v:5055;src/TilingBandScheduleValidator.v:9231;polygen/ASTGen.v:588;polygen/PolyOperations.v:340;polygen/PolyOperations.v:529;polygen/PolyOperations.v:568,1,lib/ListExt.v:791,True,lib/Misc.v:128,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 2, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain and extend,"Existing bidirectional map lookup theorem; add named forward and inversion corollaries, then preserve downstream names as wrappers."
nth_error_nth,Lemma,,140,146,7,142,146,5,0,,0,,8,polygen/ASTGen.v:427;polygen/ASTGen.v:548;polygen/Loop.v:506;polygen/PolyOperations.v:460;polygen/PolyOperations.v:461;polygen/PolyOperations.v:555;polygen/PolyOperations.v:580;polygen/PolyOperations.v:581,0,,True,lib/Misc.v:140,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
nth_error_nth_iff,Lemma,,148,154,7,150,154,5,0,,0,,5,polygen/ASTGen.v:452;polygen/PolyOperations.v:531;polygen/PolyOperations.v:535;polygen/PolyOperations.v:570;polygen/PolyOperations.v:574,0,,True,lib/Misc.v:148,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
nth_skipn,Lemma,,156,165,10,158,165,8,0,,0,,10,lib/VplInterface.v:174;src/PolyBase.v:2315;src/TilingBandScheduleValidator.v:5042;src/ParallelValidator.v:616;polygen/ASTGen.v:98;polygen/ASTGen.v:518;polygen/ASTGen.v:755;polygen/LoopGen.v:98;polygen/LoopGen.v:119;polygen/LoopGen.v:244,2,src/PolyBase.v:2315;src/TilingBandScheduleValidator.v:5042,True,lib/Misc.v:156,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
nth_error_combine,Theorem,,167,177,11,170,177,8,1,in_l_combine,0,,4,polygen/ASTGen.v:640;polygen/ASTGen.v:644;polygen/ASTGen.v:735;polygen/ASTGen.v:740,0,,True,lib/Misc.v:167,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 3, ""destruct"": 6, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain and extend,Already gives exact paired lookup at one index; add only a named membership/existence corollary if consumers need it.
in_l_combine,Theorem,,179,190,12,182,190,9,0,,1,nth_error_combine,1,polygen/ASTGen.v:765,0,,True,lib/Misc.v:179,True,True,"{""apply"": 2, ""assert"": 1, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain,Left-membership projection requires equal lengths; it does not replace exact-index combine facts.
combine_map_r,Lemma,,192,199,8,195,199,5,1,combine_n_range_in,0,,0,,0,,True,lib/Misc.v:192,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 2, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
map_combine,Lemma,,201,208,8,204,208,5,0,,0,,1,polygen/IterSemantics.v:94,0,,True,lib/Misc.v:201,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",low-level list lookup/map/combine,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
flatten,Fixpoint,,210,214,5,,,0,5,flatten;flatten_app_singleton;flatten_forallb;flatten_In;flatten_map,1,flatten,5,lib/VplInterface.v:720;lib/VplInterface.v:723;lib/Linalg.v:1893;polygen/PolyOperations.v:257;polygen/Projection.v:245,0,,True,lib/Misc.v:210,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",flattened-list utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
flatten_app_singleton,Lemma,,216,229,14,219,229,11,0,,1,flatten,0,,0,,True,lib/Misc.v:216,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 2, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",flattened-list utility,Misc,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
flatten_forallb,Lemma,,231,238,8,234,238,5,0,,1,flatten,1,polygen/Projection.v:256,0,,True,lib/Misc.v:231,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",flattened-list utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
flatten_In,Lemma,,240,249,10,242,249,8,0,,1,flatten,6,lib/Linalg.v:1902;polygen/PolyOperations.v:270;polygen/PolyOperations.v:290;polygen/PolyOperations.v:313;polygen/PolyOperations.v:371;polygen/Projection.v:295,0,,True,lib/Misc.v:240,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",flattened-list utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
flatten_map,Lemma,,251,258,8,253,256,4,0,,1,flatten,1,polygen/PolyOperations.v:332,0,,True,lib/Misc.v:251,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",flattened-list utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_nth_error,Lemma,,260,267,8,262,267,6,0,,0,,20,src/TilingRelation.v:7171;src/TilingRelation.v:7580;src/TilingBandMixedSecondValidator.v:505;src/TilingBandMixedSecondValidator.v:509;src/TilingBandMixedSecondValidator.v:546;src/TilingBandMixedSecondValidator.v:550;src/TilingBandMixedSecondValidator.v:575;src/TilingBandMixedSecondValidator.v:871;src/TilingBandMixedSecondValidator.v:876;src/TilingBandMixedSecondValidator.v:1797;src/TilingBandMixedSecondValidator.v:1802;src/TilingBandScheduleValidator.v:6382;src/TilingBandScheduleValidator.v:6394;src/TilingBandScheduleValidator.v:8799;src/TilingBandScheduleValidator.v:15040;src/TilingBandScheduleValidator.v:15054;src/TilingBandScheduleValidator.v:15999;src/TilingBandScheduleValidator.v:16008;src/PolyLang.v:6852;polygen/ASTGen.v:474,7,src/TilingBandScheduleValidator.v:6382;src/TilingBandScheduleValidator.v:6394;src/TilingBandScheduleValidator.v:8799;src/TilingBandScheduleValidator.v:15040;src/TilingBandScheduleValidator.v:15054;src/TilingBandScheduleValidator.v:15999;src/TilingBandScheduleValidator.v:16008,False,lib/Misc.v:260;src/TilingRelation.v:151,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit qualified external use; unqualified count may include same-name modules,retain and extend,Existing theorem is one-sided/existential. Add an exact-index corollary accepting both nth_error equations.
Forall2_sym,Lemma,,269,273,5,271,273,3,1,Forall2_sym_iff,0,,1,src/PolyLang.v:6876,0,,True,lib/Misc.v:269,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_imp,Lemma,,275,279,5,277,279,3,1,Forall2_sym_iff,0,,3,src/PolyLang.v:6876;polygen/ASTGen.v:314;polygen/ASTGen.v:489,0,,True,lib/Misc.v:275,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_sym_iff,Lemma,,281,287,7,283,287,5,1,Forall2_map_right,2,Forall2_sym;Forall2_imp,2,lib/Mymap.v:42;lib/Mymap.v:42,0,,True,lib/Misc.v:281,True,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_map_left,Lemma,,289,298,10,291,298,8,1,Forall2_map_right,0,,2,polygen/ASTGen.v:313;polygen/ASTGen.v:554,0,,True,lib/Misc.v:289,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_map_right,Lemma,,300,306,7,302,306,5,0,,2,Forall2_sym_iff;Forall2_map_left,1,polygen/ASTGen.v:554,0,,True,lib/Misc.v:300,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_R_refl,Lemma,,308,314,7,310,314,5,0,,0,,1,polygen/ASTGen.v:554,0,,True,lib/Misc.v:308,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
Forall2_length,Lemma,,316,323,8,318,320,3,0,,0,,6,lib/ImpureOperations.v:51;src/TilingBandScheduleValidator.v:7501;src/TilingBandScheduleValidator.v:14956;src/TilingBandScheduleValidator.v:26509;src/TilingBandScheduleValidator.v:27465;polygen/ASTGen.v:476,0,,True,lib/Misc.v:316,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",Forall2 utility,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
helper_lemma,Definition,,325,326,2,,,0,1,under_binder,0,,0,,0,,True,lib/Misc.v:325,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",binder/reflection proof automation or self-test,Misc,internal dependency of an externally referenced declaration,keep with tactics or localize after API audit,Implementation support for under_binder; it is not list-library mathematics.
under_binder,Ltac,,328,335,8,,,0,4,under_forall;under_exists;under_forall_in;under_exists_in,1,helper_lemma,0,,0,,True,lib/Misc.v:328,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",binder/reflection proof automation or self-test,Misc,internal dependency of an externally referenced declaration,retain pending tactic-API audit,Public proof automation is not part of the semantic canonicalization batch.
forall_ext,Lemma,,337,341,5,339,341,3,2,under_forall;under_forall_in,0,,2,lib/Linalg.v:1750;polygen/ASTGen.v:236,0,,True,lib/Misc.v:337,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",binder/reflection proof automation or self-test,Misc,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
