name,kind,locality,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_token_count,external_token_uses,external_qualified_count,external_qualified_uses,globally_unique,global_declarations,repository_root_candidate,repository_closure,tactics,semantic_role,canonical_owner,reachability_assessment,recommended_action,audit_note
combine_rev,Lemma,,135,148,14,138,148,11,1,zipWith_rev,1,combine_app,0,,0,,True,lib/ListExt.v:135,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 4, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",list lookup/map/combine/repeat extension,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
map_repeat,Lemma,,150,155,6,152,155,4,1,transpose_skipn,0,,1,lib/Linalg.v:1061,0,,True,lib/ListExt.v:150,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 2, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",list lookup/map/combine/repeat extension,ListExt,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
repeat_iff,Lemma,,157,167,11,159,165,7,1,transpose_skipn,0,,0,,0,,True,lib/ListExt.v:157,False,False,"{""apply"": 3, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",list lookup/map/combine/repeat extension,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith,Definition,,169,170,2,,,0,25,zipWith_length;zipWith_in;nth_error_zipWith;zipWith_cons;zipWith_repeat_l;zipWith_repeat_r;zipWith_firstn_l;zipWith_firstn_r;zipWith_firstn;zipWith_map;zipWith_assoc;zipWith_ext;zipWith_cons_singleton;zipWith_rev;zipWith_map2;zipWith_ext_id_l;zipWith_ext_id_r;transpose;transpose_inner_length;transpose_app;transpose_rev_aux;transpose_zipWith_cons;transpose_skipn;skipn_zipWith_cons;transpose_spec_0,0,,2,lib/Linalg.v:1026;lib/Linalg.v:1046,0,,True,lib/ListExt.v:169,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_length,Lemma,,172,177,6,174,177,4,1,transpose_length,1,zipWith,0,,0,,True,lib/ListExt.v:172,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",zipWith API,ListExt,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_in,Lemma,,179,201,23,184,201,18,0,,1,zipWith,0,,0,,True,lib/ListExt.v:179,False,False,"{""apply"": 8, ""assert"": 0, ""auto"": 0, ""destruct"": 3, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 2, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
nth_error_zipWith,Lemma,,203,234,32,209,234,26,0,,1,zipWith,0,,0,,True,lib/ListExt.v:203,False,False,"{""apply"": 0, ""assert"": 3, ""auto"": 8, ""destruct"": 7, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 1}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_cons,Lemma,,236,240,5,238,240,3,10,zipWith_repeat_l;zipWith_repeat_r;zipWith_assoc;zipWith_ext;zipWith_ext_id_l;zipWith_ext_id_r;transpose_rev_aux;transpose_zipWith_cons;skipn_zipWith_cons;transpose_spec_0,1,zipWith,0,,0,,True,lib/ListExt.v:236,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_repeat_l,Lemma,,242,253,12,245,253,9,1,transpose_app,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:242,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 3, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_repeat_r,Lemma,,255,266,12,258,266,9,1,transpose_singleton,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:255,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 3, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_firstn_l,Lemma,,268,272,5,270,272,3,1,zipWith_firstn,1,zipWith,0,,0,,True,lib/ListExt.v:268,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_firstn_r,Lemma,,274,278,5,276,278,3,1,zipWith_firstn,1,zipWith,0,,0,,True,lib/ListExt.v:274,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_firstn,Lemma,,280,303,24,284,303,20,0,,3,zipWith;zipWith_firstn_l;zipWith_firstn_r,0,,0,,True,lib/ListExt.v:280,False,False,"{""apply"": 2, ""assert"": 5, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 3, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_map,Lemma,,305,311,7,307,311,5,0,,2,combine_map;zipWith,0,,0,,True,lib/ListExt.v:305,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_assoc,Lemma,,313,333,21,316,333,18,1,transpose_app,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:313,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 6, ""destruct"": 4, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_ext,Lemma,,335,365,31,340,365,26,1,zipWith_cons_singleton,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:335,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 5, ""destruct"": 7, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 2, ""inversion"": 2, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_cons_singleton,Lemma,,367,382,16,369,382,14,2,transpose_app;transpose_rev,2,zipWith;zipWith_ext,0,,0,,True,lib/ListExt.v:367,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 2, ""destruct"": 2, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_rev,Lemma,,384,391,8,387,391,5,0,,2,combine_rev;zipWith,0,,0,,True,lib/ListExt.v:384,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_map2,Lemma,,393,402,10,395,402,8,2,transpose_firstn;transpose_skipn,1,zipWith,0,,0,,True,lib/ListExt.v:393,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 2, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_ext_id_l,Lemma,,404,425,22,408,425,18,1,transpose_firstn,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:404,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 4, ""destruct"": 4, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 3, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 1, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
zipWith_ext_id_r,Lemma,,427,450,24,431,448,18,1,transpose_skipn,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:427,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 4, ""destruct"": 4, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 3, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 1, ""subst"": 0, ""unfold"": 0}",zipWith API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose,Fixpoint,,452,456,5,,,0,13,transpose;transpose_length;transpose_inner_length;transpose_inner_length_eq;transpose_app;transpose_singleton;transpose_rev;transpose_zipWith_cons;transpose_involutive;transpose_rev2;transpose_firstn;transpose_skipn;transpose_spec,2,zipWith;transpose,2,lib/Linalg.v:960;lib/Linalg.v:1055,0,,True,lib/ListExt.v:452,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_length,Lemma,,458,472,15,462,472,11,6,transpose_app;transpose_involutive;transpose_rev2;transpose_firstn;transpose_skipn;transpose_spec,2,zipWith_length;transpose,2,lib/Linalg.v:1086;lib/Linalg.v:1198,0,,True,lib/ListExt.v:458,True,True,"{""apply"": 1, ""assert"": 1, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 1, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_inner_length,Lemma,,474,490,17,478,490,13,5,transpose_inner_length_eq;transpose_involutive;transpose_rev2;transpose_firstn;transpose_skipn,2,zipWith;transpose,0,,0,,True,lib/ListExt.v:474,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 1}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_inner_length_eq,Lemma,,492,502,11,497,502,6,1,transpose_rev,2,transpose;transpose_inner_length,0,,0,,True,lib/ListExt.v:492,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_app,Lemma,,504,523,20,509,523,15,3,transpose_rev;transpose_firstn;transpose_skipn,7,map_id;zipWith;zipWith_repeat_l;zipWith_assoc;zipWith_cons_singleton;transpose;transpose_length,0,,0,,True,lib/ListExt.v:504,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 4, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 7, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_singleton,Lemma,,525,530,6,527,530,4,1,transpose_rev,2,zipWith_repeat_r;transpose,0,,0,,True,lib/ListExt.v:525,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_rev_aux,Lemma,,532,548,17,536,548,13,1,transpose_rev,2,zipWith;zipWith_cons,0,,0,,True,lib/ListExt.v:532,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 4, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 2}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_rev,Lemma,,550,575,26,553,575,23,1,transpose_rev2,7,map_id;zipWith_cons_singleton;transpose;transpose_inner_length_eq;transpose_app;transpose_singleton;transpose_rev_aux,0,,0,,True,lib/ListExt.v:550,False,False,"{""apply"": 4, ""assert"": 1, ""auto"": 5, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 8, ""ring"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_zipWith_cons,Lemma,,577,591,15,581,591,11,1,transpose_involutive,3,zipWith;zipWith_cons;transpose,0,,0,,True,lib/ListExt.v:577,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 1, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_involutive,Lemma,,594,613,20,597,613,17,1,transpose_rev2,4,transpose;transpose_length;transpose_inner_length;transpose_zipWith_cons,0,,0,,True,lib/ListExt.v:594,False,False,"{""apply"": 2, ""assert"": 0, ""auto"": 4, ""destruct"": 1, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 1, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
transpose_rev2,Lemma,,615,642,28,618,642,25,0,,5,transpose;transpose_length;transpose_inner_length;transpose_rev;transpose_involutive,0,,0,,True,lib/ListExt.v:615,False,False,"{""apply"": 3, ""assert"": 1, ""auto"": 4, ""destruct"": 0, ""eapply"": 1, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 1, ""repeat"": 0, ""rewrite"": 5, ""ring"": 0, ""specialize"": 1, ""subst"": 0, ""unfold"": 0}",rectangular transpose API,ListExt,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
