name,kind,locality,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_token_count,external_token_uses,external_qualified_count,external_qualified_uses,globally_unique,global_declarations,repository_root_candidate,repository_closure,tactics,semantic_role,canonical_owner,reachability_assessment,recommended_action,audit_note
is_eq_nil_right,Lemma,,107,113,7,109,111,3,5,is_eq_nil_right;mult_vector_eq_compat;resize_eq_compat;nrlength_def;nrlength_proper,4,is_null;is_eq;is_eq_nil_left;is_eq_nil_right,2,src/TilingBandScheduleValidator.v:8145;src/PolyLang.v:7053,0,,True,lib/Linalg.v:107,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_null_eq_compat,Lemma,,115,123,9,117,123,7,2,is_eq_is_eq_left;is_null_proper,3,is_null;is_eq;is_eq_veq,0,,0,,True,lib/Linalg.v:115,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 3, ""destruct"": 3, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_eq_is_null_left,Lemma,,125,134,10,127,134,8,2,is_eq_is_null_right;is_eq_is_eq_left,2,is_null;is_eq,1,src/PrepareCodegen.v:900,0,,True,lib/Linalg.v:125,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 3, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_eq_is_null_right,Lemma,,136,140,5,138,140,3,0,,4,is_null;is_eq;is_eq_commutative;is_eq_is_null_left,0,,0,,True,lib/Linalg.v:136,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_eq_is_eq_left,Lemma,,142,151,10,144,151,8,3,is_eq_is_eq_right;veq_transitive;is_eq_proper,5,is_eq;is_eq_veq;is_eq_nil_left;is_null_eq_compat;is_eq_is_null_left,0,,0,,True,lib/Linalg.v:142,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 5, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_eq_is_eq_right,Lemma,,153,158,6,155,158,4,1,is_eq_proper,3,is_eq;is_eq_commutative;is_eq_is_eq_left,0,,0,,True,lib/Linalg.v:153,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
veq_transitive,Lemma,,160,165,6,162,165,4,1,veq_Equiv,2,is_eq_veq;is_eq_is_eq_left,13,src/PolyBase.v:62;src/PolyBase.v:276;src/PolyBase.v:276;src/PolyBase.v:279;src/PolyBase.v:279;src/PolyBase.v:289;src/PolyBase.v:289;src/PolyBase.v:293;src/PolyBase.v:293;src/PrepareCodegen.v:907;src/PrepareCodegen.v:909;syntax/SInstr.v:421;syntax/SInstr.v:472,0,,True,lib/Linalg.v:160,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
veq_Equiv,Instance,,167,170,4,168,170,3,0,,4,veq;veq_refl;veq_sym;veq_transitive,0,,0,,True,lib/Linalg.v:167,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
veq_eq_dec,Lemma,,173,181,9,175,181,7,0,,2,is_eq;veq,2,src/PolyBase.v:71;syntax/SInstr.v:291,0,,True,lib/Linalg.v:173,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_null_proper,Instance,,183,187,5,184,187,4,0,,4,is_null;veq;is_eq_veq;is_null_eq_compat,0,,0,,True,lib/Linalg.v:183,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_eq_proper,Instance,,189,194,6,190,194,5,0,,5,is_eq;veq;is_eq_veq;is_eq_is_eq_left;is_eq_is_eq_right,0,,0,,True,lib/Linalg.v:189,False,False,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
cons_proper,Instance,,196,200,5,197,200,4,0,,2,veq;is_eq_veq,0,,0,,True,lib/Linalg.v:196,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
vector_nth_null,Lemma,,202,210,9,204,210,7,1,vector_nth_eq,1,is_null,0,,0,,True,lib/Linalg.v:202,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
vector_nth_eq,Lemma,,212,221,10,214,221,8,1,vector_nth_veq,2,is_eq;vector_nth_null,0,,0,,True,lib/Linalg.v:212,False,True,"{""apply"": 3, ""assert"": 0, ""auto"": 2, ""destruct"": 3, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,internal dependency of an externally referenced declaration,retain in current owner,No duplicate or ownership mismatch identified in this audit.
vector_nth_veq,Lemma,,223,228,6,225,228,4,1,has_var_poly_nrl,2,is_eq_veq;vector_nth_eq,2,lib/VplInterface.v:500;polygen/Projection.v:657,0,,True,lib/Linalg.v:223,True,True,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
is_eq_app,Lemma,,230,237,8,232,237,6,3,veq_implies_rev_veq;app_proper;is_eq_app_left,1,is_eq,7,src/TilingBandScheduleValidator.v:8142;src/PrepareCodegen.v:897;src/PolyLang.v:7288;src/PolyLang.v:7503;src/PolyLang.v:7517;src/PolyLang.v:7575;polygen/ASTGen.v:94,0,,True,lib/Linalg.v:230,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 2, ""destruct"": 3, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 3, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
repeat_zero_is_null,Lemma,,239,243,5,241,243,3,1,dot_product_repeat_zero_right,1,is_null,9,src/TilingBandMixedSecondValidator.v:234;src/TilingBandMixedSecondValidator.v:236;src/TilingBandScheduleValidator.v:8146;src/TilingBandScheduleValidator.v:16983;src/TilingBandPhaseScalarValidator.v:560;src/TilingBandPhaseScalarValidator.v:562;src/PolyLang.v:7127;src/PolyLang.v:7134;src/PolyLang.v:7134,0,,True,lib/Linalg.v:239,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
same_length_eq,Lemma,,245,252,8,247,252,6,0,,1,is_eq_veq,7,src/PrepareCodegen.v:276;src/PrepareCodegen.v:531;src/PrepareCodegen.v:874;src/PrepareCodegen.v:887;src/PolyLang.v:2651;src/CState.v:1400;polygen/ASTGen.v:68,0,,True,lib/Linalg.v:245,True,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 3, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
veq_implies_rev_veq,Lemma,,254,280,27,259,280,22,0,,2,veq;is_eq_app,1,src/CState.v:1464,0,,True,lib/Linalg.v:254,True,True,"{""apply"": 0, ""assert"": 1, ""auto"": 0, ""destruct"": 3, ""eapply"": 2, ""eauto"": 1, ""firstorder"": 0, ""inversion"": 3, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 8, ""ring"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 1}",vector equality and properness,Linalg,explicit external token use; declaration name is repository-unique,retain in current owner,No duplicate or ownership mismatch identified in this audit.
app_proper,Instance,,282,292,11,283,288,6,0,,4,veq;is_eq_veq;is_eq_reflexive;is_eq_app,0,,0,,True,lib/Linalg.v:282,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""firstorder"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""ring"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",vector equality and properness,Linalg,no current repository token caller or root-closure path; external clients not ruled out,retain in current owner,No duplicate or ownership mismatch identified in this audit.
