name,kind,local,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_qualified_count,external_qualified_uses,public_root,public_closure,tactics,role,ownership,audit_action,audit_note,repository_reachability
infer_phase_class_entries,Fixpoint,False,113,135,23,,,0,7,infer_phase_class_entries;check_phase_class_consistencyb;infer_phase_class_entries_nth_error;infer_phase_class_entries_lengths;check_phase_class_consistencyb_sound;phase_separated_ordinary_reversal_same_class;phase_class_ordinary_local_reversal_bridge_wf_with_env_len,3,pinstr_head_constant;phase_class_entry;infer_phase_class_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
check_phase_class_consistencyb,Definition,False,137,144,8,,,0,3,check_phase_class_consistencyb_sound;check_pprog_phase_separated_ordinary_direct;check_pprog_phase_separated_ordinary_direct_true_inv,2,check_phase_class_entries_consistentb;infer_phase_class_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
phase_class_entries_consistent,Definition,False,146,153,8,,,0,4,check_phase_class_entries_consistentb_sound;check_phase_class_consistencyb_sound;phase_separated_ordinary_reversal_same_class;phase_class_ordinary_local_reversal_bridge_wf_with_env_len,1,phase_class_entry,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
constant_schedule_head_value,Definition,False,155,157,3,,,0,6,unique_phase_schedules;infer_unique_phase_constants_sound;unique_phase_schedules_identify_statement;unique_phase_schedules_identify_statement_lifted;mixed_second_level_reversal_same_statement;phase_separated_ordinary_reversal_same_statement,1,pinstr_head_constant,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",unique-phase policy/checker,Mixed validator,keep,"Mixed-specific policy; keep public statement, simplify endpoint plumbing where noted.",dependency of external root
unique_phase_schedules,Definition,False,159,167,9,,,0,7,check_unique_phase_constantsb_sound;unique_phase_schedules_band_start;mixed_second_level_reversal_same_statement;mixed_second_level_local_reversal_bridge_wf_with_env_len;phase_separated_ordinary_reversal_same_statement;phase_separated_ordinary_local_reversal_bridge_wf_with_env_len;infer_pprog_mixed_second_level_shape_sound,1,constant_schedule_head_value,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",unique-phase policy/checker,Mixed validator,keep,"Mixed-specific policy; keep public statement, simplify endpoint plumbing where noted.",dependency of external root
forallb_zeqb_zero_dot_product,Lemma,False,169,182,14,173,182,10,1,schedule_head_constant_sound,0,,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",shared phase-schedule support,shared helper below Mixed and PhaseScalar,move/alias,Deduplicate with PhaseScalar; preserve this path through wrappers/aliases.,dependency of external root
schedule_head_constant_sound,Lemma,False,184,198,15,189,198,10,2,schedule_head_constant_lift_sound;unique_phase_schedules_identify_statement,2,schedule_head_constant;forallb_zeqb_zero_dot_product,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",shared phase-schedule support,shared helper below Mixed and PhaseScalar,move/alias,Deduplicate with PhaseScalar; preserve this path through wrappers/aliases.,dependency of external root
forallb_skipn_true,Lemma,False,200,211,12,204,211,8,1,schedule_head_constant_lift,0,,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 2, ""destruct"": 1, ""eapply"": 1, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",shared phase-schedule support,shared helper below Mixed and PhaseScalar,move/alias,Deduplicate with PhaseScalar; preserve this path through wrappers/aliases.,dependency of external root
schedule_head_constant_lift,Lemma,False,213,240,28,219,240,22,1,schedule_head_constant_lift_sound,2,schedule_head_constant;forallb_skipn_true,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""specialize"": 0, ""subst"": 1, ""unfold"": 2}",shared phase-schedule support,shared helper below Mixed and PhaseScalar,move/alias,Deduplicate with PhaseScalar; preserve this path through wrappers/aliases.,dependency of external root
schedule_head_constant_lift_sound,Lemma,False,242,255,14,250,255,6,4,unique_phase_schedules_identify_statement_lifted;mixed_second_level_reversal_same_statement;phase_separated_ordinary_reversal_same_statement;phase_separated_ordinary_reversal_same_class,3,schedule_head_constant;schedule_head_constant_sound;schedule_head_constant_lift,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 2, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",shared phase-schedule support,shared helper below Mixed and PhaseScalar,move/alias,Deduplicate with PhaseScalar; preserve this path through wrappers/aliases.,dependency of external root
infer_unique_phase_constants_sound,Lemma,False,257,284,28,264,284,21,1,check_unique_phase_constantsb_sound,3,pinstr_head_constant;infer_unique_phase_constants;constant_schedule_head_value,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 6, ""eapply"": 0, ""eauto"": 0, ""inversion"": 2, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",unique-phase policy/checker,Mixed validator,keep,"Mixed-specific policy; keep public statement, simplify endpoint plumbing where noted.",dependency of external root
z_not_inb_sound,Lemma,False,286,300,15,290,300,11,1,z_nodupb_sound,1,z_not_inb,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 1, ""eauto"": 1, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",generic Boolean Z-list fact,generic list/Z utility,move/alias,Move to a low-level list/Z facts module; keep old name as compatibility alias if needed.,dependency of external root
z_nodupb_sound,Lemma,False,302,314,13,306,314,9,1,check_unique_phase_constantsb_sound,2,z_nodupb;z_not_inb_sound,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 2, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",generic Boolean Z-list fact,generic list/Z utility,move/alias,Move to a low-level list/Z facts module; keep old name as compatibility alias if needed.,dependency of external root
check_unique_phase_constantsb_sound,Lemma,False,316,330,15,320,330,11,1,infer_pprog_mixed_second_level_shape_sound,5,infer_unique_phase_constants;check_unique_phase_constantsb;unique_phase_schedules;infer_unique_phase_constants_sound;z_nodupb_sound,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 1, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",unique-phase policy/checker,Mixed validator,keep,"Mixed-specific policy; keep public statement, simplify endpoint plumbing where noted.",dependency of external root
phase_class_entry_compatibleb_sound,Lemma,False,332,347,16,338,347,10,1,check_phase_class_entry_againstb_sound,1,phase_class_entry_compatibleb,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 2, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
check_phase_class_entry_againstb_sound,Lemma,False,349,369,21,357,369,13,1,check_phase_class_entries_consistentb_sound,2,check_phase_class_entry_againstb;phase_class_entry_compatibleb_sound,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 2, ""eauto"": 2, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
check_phase_class_entries_consistentb_sound,Lemma,False,371,398,28,375,398,24,1,check_phase_class_consistencyb_sound,3,check_phase_class_entries_consistentb;phase_class_entries_consistent;check_phase_class_entry_againstb_sound,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 4, ""eapply"": 2, ""eauto"": 2, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 3, ""unfold"": 2}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
infer_phase_class_entries_nth_error,Lemma,False,400,434,35,411,434,24,1,phase_separated_ordinary_reversal_same_class,2,pinstr_head_constant;infer_phase_class_entries,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 1, ""destruct"": 7, ""eapply"": 1, ""eauto"": 1, ""inversion"": 5, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
infer_phase_class_entries_lengths,Lemma,False,436,457,22,442,457,16,1,phase_separated_ordinary_reversal_same_class,2,pinstr_head_constant;infer_phase_class_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 1, ""destruct"": 7, ""eapply"": 0, ""eauto"": 0, ""inversion"": 2, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
check_phase_class_consistencyb_sound,Lemma,False,459,474,16,465,474,10,1,check_pprog_phase_separated_ordinary_direct_correct_same_ctxt,4,infer_phase_class_entries;check_phase_class_consistencyb;phase_class_entries_consistent;check_phase_class_entries_consistentb_sound,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 1, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",ordinary phase-class policy/checker,Mixed validator,keep,Central active mixed-class policy; factor only repeated endpoint observation plumbing.,dependency of external root
NoDup_nth_error_injective_local,Lemma,False,476,488,13,482,488,7,2,unique_phase_schedules_identify_statement;unique_phase_schedules_identify_statement_lifted,0,,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",generic list fact,Misc or ListExt,move/alias,Reuse one shared NoDup/nth_error injectivity lemma; ISSRefinement has the same proof.,dependency of external root
unique_phase_schedules_identify_statement,Lemma,False,490,521,32,501,521,21,0,,4,pinstr_head_constant;constant_schedule_head_value;schedule_head_constant_sound;NoDup_nth_error_injective_local,0,,False,False,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 1, ""eauto"": 1, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 2, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 1}",legacy unique-phase ordinary route,compatibility only,retire or wrap,No live repository root; retain only for explicit external API compatibility.,outside external-root closure
unique_phase_schedules_identify_statement_lifted,Lemma,False,523,564,42,541,564,24,2,mixed_second_level_reversal_same_statement;phase_separated_ordinary_reversal_same_statement,4,pinstr_head_constant;constant_schedule_head_value;schedule_head_constant_lift_sound;NoDup_nth_error_injective_local,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 1, ""eauto"": 1, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 2, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 1}",unique-phase policy/checker,Mixed validator,keep,"Mixed-specific policy; keep public statement, simplify endpoint plumbing where noted.",dependency of external root
unique_phase_schedules_band_start,Lemma,False,566,579,14,571,579,9,2,mixed_second_level_reversal_same_statement;phase_separated_ordinary_reversal_same_statement,1,unique_phase_schedules,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",unique-phase policy/checker,Mixed validator,keep,"Mixed-specific policy; keep public statement, simplify endpoint plumbing where noted.",dependency of external root
grouped_second_level_expected_timestamp_prefix,Lemma,False,581,604,24,595,604,10,1,mixed_second_level_reversal_same_statement,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 3, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",layout representation fact,TilingBandScheduleValidator Core,move/alias,Place beside the relevant ordinary/second-level schedule representation theorem.,dependency of external root
second_level_recipe_links_length,Lemma,False,606,615,10,612,615,4,1,mixed_second_level_reversal_same_statement,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",layout representation fact,TilingBandScheduleValidator Core,move/alias,Place beside the relevant ordinary/second-level schedule representation theorem.,dependency of external root
mixed_second_level_reversal_same_statement,Lemma,False,617,908,292,654,908,255,1,mixed_second_level_local_reversal_bridge_wf_with_env_len,8,pinstr_head_constant;constant_schedule_head_value;unique_phase_schedules;schedule_head_constant_lift_sound;unique_phase_schedules_identify_statement_lifted;unique_phase_schedules_band_start;grouped_second_level_expected_timestamp_prefix;second_level_recipe_links_length,0,,False,True,"{""apply"": 10, ""assert"": 16, ""auto"": 0, ""destruct"": 17, ""eapply"": 2, ""eauto"": 2, ""inversion"": 0, ""lia"": 4, ""nia"": 0, ""pose proof"": 11, ""repeat"": 0, ""rewrite"": 24, ""specialize"": 0, ""subst"": 0, ""unfold"": 4}",mixed phase semantic bridge,Mixed validator,keep/refactor,Keep theorem and path; extract one-endpoint observation helper.,dependency of external root
mixed_second_level_local_reversal_bridge_wf_with_env_len,Lemma,False,910,1538,629,953,1538,586,1,check_pprog_mixed_second_level_direct_correct_same_ctxt,2,unique_phase_schedules;mixed_second_level_reversal_same_statement,0,,False,True,"{""apply"": 9, ""assert"": 42, ""auto"": 0, ""destruct"": 16, ""eapply"": 12, ""eauto"": 7, ""inversion"": 3, ""lia"": 14, ""nia"": 0, ""pose proof"": 12, ""repeat"": 6, ""rewrite"": 74, ""specialize"": 2, ""subst"": 26, ""unfold"": 23}",mixed-to-Core second-level adaptor,short Mixed wrapper over Core pair-local bridge,extract Core bridge,Move duplicated band algorithm to a new Core pair-local second-level bridge.,dependency of external root
ordinary_stripmine_expected_timestamp_prefix,Lemma,False,1540,1562,23,1553,1562,10,2,phase_separated_ordinary_reversal_same_statement;phase_separated_ordinary_reversal_same_class,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 3, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",layout representation fact,TilingBandScheduleValidator Core,move/alias,Place beside the relevant ordinary/second-level schedule representation theorem.,dependency of external root
phase_separated_ordinary_reversal_same_statement,Lemma,False,1564,1834,271,1599,1834,236,1,phase_separated_ordinary_local_reversal_bridge_wf_with_env_len,7,pinstr_head_constant;constant_schedule_head_value;unique_phase_schedules;schedule_head_constant_lift_sound;unique_phase_schedules_identify_statement_lifted;unique_phase_schedules_band_start;ordinary_stripmine_expected_timestamp_prefix,0,,False,False,"{""apply"": 6, ""assert"": 14, ""auto"": 0, ""destruct"": 19, ""eapply"": 4, ""eauto"": 2, ""inversion"": 0, ""lia"": 2, ""nia"": 0, ""pose proof"": 9, ""repeat"": 0, ""rewrite"": 19, ""specialize"": 0, ""subst"": 0, ""unfold"": 5}",legacy unique-phase ordinary route,compatibility only,retire or wrap,No live repository root; retain only for explicit external API compatibility.,outside external-root closure
phase_separated_ordinary_reversal_same_class,Lemma,False,1836,2149,314,1877,2149,273,1,phase_class_ordinary_local_reversal_bridge_wf_with_env_len,6,infer_phase_class_entries;phase_class_entries_consistent;schedule_head_constant_lift_sound;infer_phase_class_entries_nth_error;infer_phase_class_entries_lengths;ordinary_stripmine_expected_timestamp_prefix,0,,False,True,"{""apply"": 10, ""assert"": 19, ""auto"": 0, ""destruct"": 22, ""eapply"": 5, ""eauto"": 1, ""inversion"": 1, ""lia"": 4, ""nia"": 0, ""pose proof"": 2, ""repeat"": 1, ""rewrite"": 23, ""specialize"": 0, ""subst"": 0, ""unfold"": 4}",mixed phase semantic bridge,Mixed validator,keep/refactor,Keep theorem and path; extract one-endpoint observation helper.,dependency of external root
phase_class_ordinary_local_reversal_bridge_wf_with_env_len,Lemma,False,2151,2223,73,2194,2223,30,1,check_pprog_phase_separated_ordinary_direct_correct_same_ctxt,3,infer_phase_class_entries;phase_class_entries_consistent;phase_separated_ordinary_reversal_same_class,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 1, ""eapply"": 1, ""eauto"": 1, ""inversion"": 4, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 4, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",mixed-to-Core ordinary adaptor,Mixed validator,keep,Already a good 30-line facade over Core's pair-local bridge.,dependency of external root
