name,kind,local,start,end,total_lines,proof_start,proof_end,proof_lines,internal_callers_count,internal_callers,deps_count,deps,external_qualified_count,external_qualified_uses,public_root,public_closure,tactics,scope,role,canonical_owner,audit_action,audit_note,repository_reachability
infer_phase_scalar_shape_entries,Fixpoint,False,144,219,76,,,0,4,infer_phase_scalar_shape_entries;infer_pprog_phase_scalar_shape;infer_phase_scalar_shape_entries_sound;infer_pprog_phase_scalar_shape_sound,4,pinstr_head_constant;phase_scalar_entry;identity_phase_scalar_layout;infer_phase_scalar_shape_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
infer_pprog_phase_scalar_shape,Definition,False,221,240,20,,,0,3,infer_pprog_phase_scalar_shape_sound;checked_tiling_sourceb_phase_scalar_direct;checked_tiling_sourceb_phase_scalar_direct_true_inv,3,phase_scalar_entry;check_phase_scalar_entries_consistentb;infer_phase_scalar_shape_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
phase_scalar_entry_compatibleb_sound,Lemma,False,242,272,31,250,272,23,1,check_phase_scalar_entry_againstb_sound,1,phase_scalar_entry_compatibleb,0,,False,True,"{""apply"": 2, ""assert"": 1, ""auto"": 0, ""destruct"": 3, ""eapply"": 2, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 2, ""specialize"": 0, ""subst"": 0, ""unfold"": 1}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
check_phase_scalar_entry_againstb_sound,Lemma,False,274,296,23,284,296,13,1,check_phase_scalar_entries_consistentb_sound,2,check_phase_scalar_entry_againstb;phase_scalar_entry_compatibleb_sound,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 2, ""eauto"": 2, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
check_phase_scalar_entries_consistentb_sound,Lemma,False,298,332,35,302,332,31,1,infer_pprog_phase_scalar_shape_sound,3,check_phase_scalar_entries_consistentb;phase_scalar_entries_consistent;check_phase_scalar_entry_againstb_sound,0,,False,True,"{""apply"": 1, ""assert"": 1, ""auto"": 0, ""destruct"": 5, ""eapply"": 2, ""eauto"": 2, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 3, ""unfold"": 2}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
infer_phase_scalar_shape_entries_sound,Lemma,False,334,419,86,340,419,80,1,infer_pprog_phase_scalar_shape_sound,3,pinstr_head_constant;phase_scalar_shape_entries;infer_phase_scalar_shape_entries,0,,False,True,"{""apply"": 3, ""assert"": 0, ""auto"": 0, ""destruct"": 17, ""eapply"": 4, ""eauto"": 0, ""inversion"": 3, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 1, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
phase_scalar_shape_entries_lengths,Lemma,False,421,431,11,428,431,4,2,phase_scalar_reversal_same_class;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,1,phase_scalar_shape_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
phase_scalar_shape_entries_nth_error,Lemma,False,433,455,23,443,455,13,2,phase_scalar_reversal_same_class;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,2,phase_scalar_entry_shape;phase_scalar_shape_entries,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 1, ""inversion"": 5, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 2, ""unfold"": 0}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
infer_pprog_phase_scalar_shape_sound,Lemma,False,457,493,37,469,493,25,1,checked_tiling_sourceb_phase_scalar_direct_reordering_safe,7,check_phase_scalar_entries_consistentb;phase_scalar_entries_consistent;phase_scalar_shape_entries;infer_phase_scalar_shape_entries;infer_pprog_phase_scalar_shape;check_phase_scalar_entries_consistentb_sound;infer_phase_scalar_shape_entries_sound,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 4, ""eapply"": 2, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 1}",TilingBandPhaseScalarValidator,phase-scalar shape inference and soundness,PhaseScalar validator,keep/factor locally,"Defines the phase-class metadata, shape recognizer, consistency policy, and Boolean-to-Prop soundness chain.",dependency of external root
forallb_zeqb_zero_dot_product,Lemma,False,495,508,14,499,508,10,1,schedule_head_constant_sound,0,,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 1, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 1, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,constant phase schedule facts,shared phase-schedule support below Mixed and PhaseScalar,move/compatibility wrapper,Exact duplicate of the Mixed validator block; canonicalize below both functors and retain this path.,dependency of external root
schedule_head_constant_sound,Lemma,False,510,524,15,515,524,10,1,schedule_head_constant_lift_sound,2,schedule_head_constant;forallb_zeqb_zero_dot_product,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,constant phase schedule facts,shared phase-schedule support below Mixed and PhaseScalar,move/compatibility wrapper,Exact duplicate of the Mixed validator block; canonicalize below both functors and retain this path.,dependency of external root
forallb_skipn_true,Lemma,False,526,537,12,530,537,8,1,schedule_head_constant_lift,0,,0,,False,True,"{""apply"": 1, ""assert"": 0, ""auto"": 2, ""destruct"": 1, ""eapply"": 1, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,constant phase schedule facts,shared phase-schedule support below Mixed and PhaseScalar,move/compatibility wrapper,Exact duplicate of the Mixed validator block; canonicalize below both functors and retain this path.,dependency of external root
schedule_head_constant_lift,Lemma,False,539,566,28,545,566,22,1,schedule_head_constant_lift_sound,2,schedule_head_constant;forallb_skipn_true,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 5, ""specialize"": 0, ""subst"": 1, ""unfold"": 2}",TilingBandPhaseScalarValidator,constant phase schedule facts,shared phase-schedule support below Mixed and PhaseScalar,move/compatibility wrapper,Exact duplicate of the Mixed validator block; canonicalize below both functors and retain this path.,dependency of external root
schedule_head_constant_lift_sound,Lemma,False,568,581,14,576,581,6,1,phase_scalar_reversal_same_class,3,schedule_head_constant;schedule_head_constant_sound;schedule_head_constant_lift,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 2, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,constant phase schedule facts,shared phase-schedule support below Mixed and PhaseScalar,move/compatibility wrapper,Exact duplicate of the Mixed validator block; canonicalize below both functors and retain this path.,dependency of external root
scalar_aware_stripmine_expected_timestamp_prefix,Lemma,False,583,638,56,596,638,43,1,phase_scalar_entry_target_phase_decomposition,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 2, ""unfold"": 2}",TilingBandPhaseScalarValidator,target schedule phase bridge,"schedule representation layer, exposed through PhaseScalar",keep or move canonical lemma to Core,Connects scalar-aware/identity target schedules to the preserved source phase prefix.,dependency of external root
phase_scalar_entry_shape_head,Lemma,False,640,647,8,644,647,4,1,phase_scalar_reversal_same_class,2,pinstr_head_constant;phase_scalar_entry_shape,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,target schedule phase bridge,"schedule representation layer, exposed through PhaseScalar",keep or move canonical lemma to Core,Connects scalar-aware/identity target schedules to the preserved source phase prefix.,dependency of external root
phase_scalar_entry_shape_tiled_inv,Lemma,False,649,662,14,657,662,6,2,phase_scalar_reversal_same_class;checked_tiling_sourceb_phase_scalar_direct_reordering_safe,1,phase_scalar_entry_shape,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 1, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,target schedule phase bridge,"schedule representation layer, exposed through PhaseScalar",keep or move canonical lemma to Core,Connects scalar-aware/identity target schedules to the preserved source phase prefix.,dependency of external root
phase_scalar_entry_target_phase_decomposition,Lemma,False,664,713,50,678,713,36,1,phase_scalar_reversal_same_class,2,phase_scalar_entry_shape;scalar_aware_stripmine_expected_timestamp_prefix,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 2, ""eapply"": 2, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 3, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,target schedule phase bridge,"schedule representation layer, exposed through PhaseScalar",keep or move canonical lemma to Core,Connects scalar-aware/identity target schedules to the preserved source phase prefix.,dependency of external root
phase_scalar_identity_entry_timestamp_eq,Lemma,False,715,740,26,727,740,14,1,phase_scalar_reversal_same_class,1,phase_scalar_entry_shape,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 1, ""eauto"": 0, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 1, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,target schedule phase bridge,"schedule representation layer, exposed through PhaseScalar",keep or move canonical lemma to Core,Connects scalar-aware/identity target schedules to the preserved source phase prefix.,dependency of external root
scalar_layout_entry,Definition,False,742,743,2,,,0,4,validate_two_instr_scalar_layout_entries_component_direct;validate_scalar_layout_entry_and_list_component_direct;validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_list_components_direct_from,0,,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
validate_two_instr_scalar_layout_entries_component_direct,Definition,False,745,755,11,,,0,5,validate_scalar_layout_entry_and_list_component_direct;validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_and_list_component_true_pair;validate_scalar_layout_entry_list_component_true_pair;check_pprog_phase_scalar_components_direct_sound,1,scalar_layout_entry,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
validate_scalar_layout_entry_and_list_component_direct,Fixpoint,False,757,776,20,,,0,3,validate_scalar_layout_entry_and_list_component_direct;validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_and_list_component_true_pair,3,scalar_layout_entry;validate_two_instr_scalar_layout_entries_component_direct;validate_scalar_layout_entry_and_list_component_direct,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
validate_scalar_layout_entry_list_component_direct,Fixpoint,False,778,796,19,,,0,5,validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_list_components_direct_from;validate_scalar_layout_entry_list_component_true_pair;validate_scalar_layout_entry_list_components_true_component;check_pprog_phase_scalar_components_direct_sound,4,scalar_layout_entry;validate_two_instr_scalar_layout_entries_component_direct;validate_scalar_layout_entry_and_list_component_direct;validate_scalar_layout_entry_list_component_direct,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
validate_scalar_layout_entry_list_components_direct_from,Fixpoint,False,798,811,14,,,0,3,validate_scalar_layout_entry_list_components_direct_from;check_pprog_phase_scalar_components_direct;validate_scalar_layout_entry_list_components_true_component,3,scalar_layout_entry;validate_scalar_layout_entry_list_component_direct;validate_scalar_layout_entry_list_components_direct_from,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
max_scalar_layout_length,Fixpoint,False,813,821,9,,,0,3,max_scalar_layout_length;check_pprog_phase_scalar_components_direct;max_scalar_layout_length_ge_nth_error,1,max_scalar_layout_length,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
check_pprog_phase_scalar_components_direct,Definition,False,823,843,21,,,0,3,check_pprog_phase_scalar_components_direct_sound;checked_tiling_sourceb_phase_scalar_direct;checked_tiling_sourceb_phase_scalar_direct_true_inv,2,validate_scalar_layout_entry_list_components_direct_from;max_scalar_layout_length,0,,False,True,"{""apply"": 0, ""assert"": 0, ""auto"": 0, ""destruct"": 0, ""eapply"": 0, ""eauto"": 0, ""inversion"": 0, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 0, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
validate_scalar_layout_entry_and_list_component_true_pair,Lemma,False,845,876,32,861,876,16,1,validate_scalar_layout_entry_list_component_true_pair,2,validate_two_instr_scalar_layout_entries_component_direct;validate_scalar_layout_entry_and_list_component_direct,0,,False,True,"{""apply"": 2, ""assert"": 0, ""auto"": 0, ""destruct"": 3, ""eapply"": 1, ""eauto"": 1, ""inversion"": 1, ""lia"": 0, ""nia"": 0, ""pose proof"": 0, ""repeat"": 0, ""rewrite"": 0, ""specialize"": 0, ""subst"": 1, ""unfold"": 0}",TilingBandPhaseScalarValidator,all-pairs/all-components checker traversal,PhaseScalar validator,keep,Executable traversal and list-index support for the phase-scalar component checker.,dependency of external root
